composite_gtfs_stops_id,next_composite_gtfs_stops_id,route,direction,mean_seconds_in_transit
M06,M05,M,S,71.41791044776119
M09,L17_M08,M,S,119.32835820895522
M09,M10,M,N,120.0
M10,M09,M,S,110.3731343283582
M10,M11,M,N,147.13235294117646
M11,F15_M18,J,S,731.7391304347826
M11,M10,M,S,129.62686567164178
M11,M12,J,N,86337.71739130435
M11,M12,M,N,90.0
M11,M16,J,N,86139.78260869565
M12,A51_J27_L22,J,S,85860.0
M12,J12,J,S,84653.52272727272
M12,M13,J,N,86310.0
M12,M13,M,N,91.30434782608695
M13,M12,J,S,86310.0
M13,M12,M,S,90.0
M13,M14,J,N,86310.0
M13,M14,M,N,66.52173913043478
M14,M13,J,S,86338.3870967742
M14,M13,M,S,90.0
M14,M16,J,N,86340.0
M14,M16,M,N,61.82608695652174
M16,F15_M18,J,N,85950.0
M16,F15_M18,M,N,465.6521739130435
M16,J12,J,S,84510.0
M16,M14,J,S,86340.0
M16,M14,M,S,60.0
M19,639_M20_Q01_R23,J,S,92.17391304347827
M19,J30,J,N,1010.0
M19,J31,J,N,943.4090909090909
M23,229_418_A38_M22,J,N,100.0
N02,N03,N,S,86.89655172413794
N02,R41,N,N,183.10344827586206
N03,B16_N04,N,S,123.10344827586206
N03,N02,N,N,80.89655172413794
N05,B16_N04,N,N,90.0
N05,N06,N,S,86.89655172413794
N06,N05,N,N,80.89655172413794
N06,N07,N,S,90.0
N07,N06,N,N,90.0
N07,N08,N,S,120.0
N08,N07,N,N,120.0
N08,N09,N,S,120.0
N09,N08,N,N,115.65517241379311
N09,N10,N,S,227.3793103448276
N10,639_M20_Q01_R23,N,S,84003.22314049587
N10,N09,N,N,60.0
Q03,D27,Q,S,2112.3417721518986
Q03,Q04,N,N,145.0
Q03,Q04,Q,N,154.96815286624204
Q03,Q04,R,N,120.0
Q04,Q03,N,S,135.0
Q04,Q03,Q,S,126.26582278481013
Q04,Q05,N,N,90.0
Q04,Q05,Q,N,95.92356687898089
Q04,Q05,R,N,90.0
Q05,D41,Q,N,82671.78343949045
Q05,Q04,N,S,120.0
Q05,Q04,Q,S,114.68354430379746
Q05,R45,R,N,82530.0
R01,639_M20_Q01_R23,N,N,84438.52173913043
R01,R03,N,S,104.8695652173913
R03,R01,N,N,120.0
R03,R04,N,S,66.0
R04,R03,N,N,63.91304347826087
R04,R05,N,S,104.8695652173913
R05,R04,N,N,116.08695652173913
R05,R06,N,S,105.1304347826087
R06,R05,N,N,93.91304347826087
R06,R08,N,S,74.8695652173913
R08,718_R09,N,S,158.47826086956522
R08,R06,N,N,90.0
R13,629_R11,N,N,92.47826086956522
R13,629_R11,R,N,92.76923076923077
R13,R14,N,S,160.17391304347825
R13,R14,R,S,154.84615384615384
R14,127_725_902_A27_R16,N,S,180.0
R14,127_725_902_A27_R16,Q,S,176.93430656934308
R14,639_M20_Q01_R23,N,N,85665.0
R14,639_M20_Q01_R23,Q,N,85666.4331210191
R14,Q03,R,N,300.0
R14,R13,N,N,150.0
R14,R13,R,N,150.0
R14,R15,N,S,115.17391304347827
R14,R15,Q,S,90.0
R14,R15,R,S,116.76923076923077
R15,127_725_902_A27_R16,N,S,90.0
R15,127_725_902_A27_R16,Q,S,90.0
R15,127_725_902_A27_R16,R,S,90.0
R15,R14,N,N,123.91304347826087
R15,R14,Q,N,154.28571428571428
R15,R14,R,N,126.87022900763358
R18,D17_R17,N,N,60.258620689655174
R18,D17_R17,Q,N,60.0
R18,D17_R17,R,N,65.72519083969466
R18,R19,N,S,84.78260869565217
R18,R19,Q,S,60.0
R18,R19,R,S,89.76923076923077
R19,635_L03_R20,N,S,97.30434782608695
R19,635_L03_R20,Q,S,90.0
R19,635_L03_R20,R,S,98.07692307692308
R19,R18,N,N,83.53448275862068
R19,R18,Q,N,62.857142857142854
R19,R18,R,N,87.48091603053435
R21,635_L03_R20,N,N,95.43103448275862
R21,635_L03_R20,Q,N,92.85714285714286
R21,635_L03_R20,R,N,95.95419847328245
R21,R22,N,S,139.30434782608697
R21,R22,Q,S,90.0
R21,R22,R,S,148.6153846153846
R22,639_M20_Q01_R23,N,S,120.26086956521739
R22,639_M20_Q01_R23,Q,S,120.0
R22,639_M20_Q01_R23,R,S,92.76923076923077
R22,R21,N,N,132.67241379310346
R22,R21,Q,N,92.85714285714286
R22,R21,R,N,141.06870229007635
R24,228_A36_E01_R25,N,S,120.0
R24,228_A36_E01_R25,R,S,120.0
R24,639_M20_Q01_R23,N,N,171.3913043478261
R24,639_M20_Q01_R23,R,N,153.66412213740458
R26,142_R27,N,S,120.0
R26,142_R27,R,S,120.92307692307692
R26,228_A36_E01_R25,N,N,64.95652173913044
R26,228_A36_E01_R25,R,N,64.12213740458016
R30,235_D24_R31,B,S,112.95918367346938
R30,235_D24_R31,N,S,180.0
R30,235_D24_R31,Q,S,107.84810126582279
R30,235_D24_R31,R,S,181.2
R30,D01,D,S,83054.0
R30,D22,B,N,490.1020408163265
R30,D22,D,N,480.0
R30,D43,N,N,83992.32558139534
R30,D43,Q,N,84258.15286624203
R30,R36,N,N,85650.0
R30,R36,R,N,85608.07947019867
R32,235_D24_R31,D,N,120.0
R32,235_D24_R31,N,N,120.0
R32,235_D24_R31,R,N,120.0
R32,F23_R33,D,S,95.0
R32,F23_R33,N,S,98.27586206896552
R32,F23_R33,R,S,114.8
R34,F23_R33,D,N,109.14893617021276
R34,F23_R33,N,N,112.0
R34,F23_R33,R,N,111.25827814569537
R34,R35,D,S,90.0
R34,R35,N,S,90.0
R34,R35,R,S,90.0
R35,R34,D,N,91.91489361702128
R35,R34,N,N,92.0
R35,R34,R,N,93.97350993377484
R35,R36,D,S,95.0
R35,R36,N,S,98.27586206896552
R35,R36,R,S,114.8
R36,142_R27,R,S,85165.5
R36,235_D24_R31,D,N,366.8181818181818
R36,235_D24_R31,N,N,350.4
R36,B12,D,S,263.43065693430657
R36,D43,N,S,1601.1971830985915
R36,G08,R,S,81890.53846153847
R36,R01,N,S,82610.0
R36,R35,D,N,107.23404255319149
R36,R35,N,N,107.33333333333333
R36,R35,R,N,116.42384105960265
R36,R39,R,S,150.0
R39,635_L03_R20,N,N,1909.5
R39,A41_R29,N,N,1032.5
R39,A41_R29,R,N,1032.4832214765102
R39,R22,N,N,1800.0
R39,R40,N,S,91.76470588235294
R39,R40,R,S,102.63157894736842
R40,R39,N,N,95.33333333333333
R40,R39,R,N,101.47651006711409
R40,R41,N,S,105.88235294117646
R40,R41,R,S,90.0
R41,635_L03_R20,N,N,1516.5
R41,N02,N,S,180.0
R41,R40,N,N,90.0
R41,R40,R,N,90.0
R41,R42,R,S,130.33112582781456
R42,R43,R,S,84.43708609271523
R43,R42,R,N,90.0
R43,R44,R,S,153.57615894039736
R44,R43,R,N,129.06040268456377
R44,R45,R,S,120.0
R45,R44,R,N,115.57046979865771
S03,239_S04,FS,S,90.0
S03,A45_S01,FS,N,120.0
